1 25.7551
2 12.8458
3 9.64808
4 7.78026
5 6.0643
6 5.16331
7 4.58022
8 3.9177
9 3.63263
10 3.34511
11 3.10951
12 2.75359
13 2.61705
14 2.52407
15 2.31586
16 2.3388
17 2.26195
18 2.01772
19 2.11997
20 1.99872
21 1.81041
22 2.01658
23 3.60029
24 2.19592
25 2.17473
26 2.12331
27 2.0466
28 2.16538
29 1.96285
30 1.93393
31 1.84511
32 1.85924
33 1.86264
34 1.72412
35 2.04828
36 1.86504
37 1.79516
38 1.64818
39 6.1748
40 6.16426
