1 91.9487 foo 32.121088932831
2 48.4949 foo 32.121088932830
3 32.4769 foo 32.121088932831
4 24.4364 foo 32.121088932831
5 20.9077 foo 32.121088932831
6 17.4956 foo 32.121088932831
7 18.317 foo 32.121088932830
8 15.8651 foo 32.121088932830
9 14.3006 foo 32.121088932830
10 12.8858 foo 32.121088932830
11 11.7504 foo 32.121088932830
12 10.5976 foo 32.121088932830
13 9.9683 foo 32.121088932830
14 9.5907 foo 32.121088932830
15 9.19304 foo 32.121088932830
16 8.83432 foo 32.121088932830
17 8.54655 foo 32.121088932830
18 7.27402 foo 32.121088932830
19 7.29545 foo 32.121088932830
20 7.32989 foo 32.121088932830
21 7.43761 foo 32.121088932830
22 6.61758 foo 32.121088932830
23 7.54146 foo 32.121088932830
24 7.04223 foo 32.121088932830
25 5.98344 foo 32.121088932830
26 6.18713 foo 32.121088932830
27 5.97866 foo 32.121088932830
28 5.36279 foo 32.121088932830
29 5.07829 foo 32.121088932830
30 5.63299 foo 32.121088932830
31 5.40083 foo 32.121088932830
32 4.76146 foo 32.121088932830
33 4.58046 foo 32.121088932830
34 4.37177 foo 32.121088932830
35 4.22471 foo 32.121088932830
36 4.15296 foo 32.121088932830
37 4.08105 foo 32.121088932830
38 4.03768 foo 32.121088932830
39 3.93547 foo 32.121088932830
40 3.74881 foo 32.121088932830
