1 25.8303 32.1209923956371
2 14.2892 32.120992395637
3 9.29132 32.1209923956368
4 7.73437 32.1209923956369
5 6.03854 32.1209923956369
6 5.10354 32.1209923956369
7 4.34152 32.1209923956369
8 3.95163 32.1209923956367
9 3.5844 32.1209923956369
10 3.19861 32.1209923956368
11 3.43461 32.1209923956368
12 3.13857 32.1209923956368
13 2.621 32.1209923956367
14 3.6696 32.1209923956367
15 2.32497 32.1209923956367
16 2.33927 32.1209923956367
17 2.8222 32.1209923956368
18 2.03436 32.1209923956368
19 2.05926 32.1209923956367
20 2.42358 32.1209923956367
21 2.28187 32.1209923956367
22 1.77511 32.1209923956367
23 2.17323 32.1209923956367
24 2.09371 32.1209923956367
25 2.59204 32.1209923956367
26 1.90892 32.1209923956367
27 1.77379 32.1209923956367
28 1.88173 32.1209923956367
29 1.80231 32.1209923956367
30 1.7975 32.1209923956367
31 2.00261 32.1209923956367
32 1.96195 32.1209923956367
33 1.92141 32.1209923956367
34 1.75077 32.1209923956367
35 1.7768 32.1209923956367
36 2.21541 32.1209923956367
37 1.93605 32.1209923956367
38 1.55997 32.1209923956367
39 6.14251 32.1209923956367
40 6.25469 32.1209923956367
